,fold,param_count,train_time_s,train_time_per_epoch_s_mean,inference_latency_ms_per_sample,Valence_MSE,Valence_MAE,Valence_RMSE,Valence_R2,Valence_Pearson,Valence_CCC,Arousal_MSE,Arousal_MAE,Arousal_RMSE,Arousal_R2,Arousal_Pearson,Arousal_CCC,Accuracy,Precision_macro,Recall_macro,F1_macro,Precision_weighted,Recall_weighted,F1_weighted,AUC_class_0,AUC_class_1,AUC_class_2,AUC_class_3
mean,3.0,318114.0,3837.960808610916,260.385459415483,0.0113632529973983,0.0723546668887138,0.1608646377921104,0.2653970749692913,0.987294054031372,0.9953099250793457,0.9933212280273438,0.0500355254858732,0.12198406904935832,0.21998295791593253,0.9915281772613526,0.9959850072860718,0.9957459449768067,0.7874459812039529,0.7976052189104341,0.822978848012675,0.7764014107329625,0.8538879077704875,0.7874459812039529,0.7944023399461908,0.7258452403136596,0.7759661497241166,0.7471031630748388,0.9239523785405275
std,1.5811388300841898,0.0,841.8592786404703,27.556072830772358,0.003499416049381716,0.02537299989438435,0.03889256328469221,0.048977794540717205,0.004462404968121863,0.0014624245947690527,0.0025446520138489013,0.020894918913970755,0.03283751954814061,0.04531864561676383,0.0035287782123709123,0.0016699063033254074,0.0016848438778295852,0.03999964402197628,0.02945845012964677,0.034252293712076824,0.03917719727933084,0.024370844334161403,0.03999964402197628,0.03754188668246528,0.007800764937680212,0.007303684281007798,0.014905168942487394,0.01340042773569235
