,class_0,class_1,class_2,class_3
precision,0.33028308937457845,0.7953948456070097,0.7629632396891811,1.0
recall,1.0,0.6819728159009655,0.6374965858987865,0.5270782156005139
f1,0.49656060730631146,0.7343299528541871,0.6946096583155129,0.6903093898084895
support,54357.0,126986.0,128145.0,150213.0
