fold,param_count,train_time_s,train_time_per_epoch_s_mean,inference_latency_ms_per_sample,Valence_MSE,Valence_MAE,Valence_RMSE,Valence_R2,Valence_Pearson,Valence_CCC,Arousal_MSE,Arousal_MAE,Arousal_RMSE,Arousal_R2,Arousal_Pearson,Arousal_CCC,Accuracy,Precision_macro,Recall_macro,F1_macro,Precision_weighted,Recall_weighted,F1_weighted,AUC_class_0,AUC_class_1,AUC_class_2,AUC_class_3
2,879650,21138.756557941437,503.3015693709964,0.01369379460811615,0.00803256593644619,0.033948276191949844,0.08962458332648576,0.9985935688018799,0.9993034601211548,0.9992973208427429,0.008762616664171219,0.028019694611430168,0.09360884928344766,0.9985166788101196,0.9992626905441284,0.9992557168006897,0.8429718447425609,0.8606808433251936,0.8763215505044912,0.8494458560560229,0.8730300044834266,0.8429718447425609,0.8356535426830148,0.7304768995005648,0.7501575627207743,0.7464377953294157,0.9025199764671459
