,class_0,class_1,class_2,class_3
precision,0.5597659257738309,0.739234377728666,0.9712942234980345,0.9999902792763893
recall,0.9999633202508895,0.9679932501163093,0.7055130239940248,0.6866143834473553
f1,0.7177468719352864,0.838287614638177,0.817339889045621,0.8141892694045857
support,54526.0,126817.0,128532.0,149825.0
