fold,param_count,train_time_s,train_time_per_epoch_s_mean,inference_latency_ms_per_sample,Valence_MSE,Valence_MAE,Valence_RMSE,Valence_R2,Valence_Pearson,Valence_CCC,Arousal_MSE,Arousal_MAE,Arousal_RMSE,Arousal_R2,Arousal_Pearson,Arousal_CCC,Accuracy,Precision_macro,Recall_macro,F1_macro,Precision_weighted,Recall_weighted,F1_weighted,AUC_class_0,AUC_class_1,AUC_class_2,AUC_class_3
5,318114,3229.81370306015,269.15029696623486,0.009054318070411682,0.09070868045091629,0.19702160358428955,0.3011788180648106,0.984063982963562,0.9939088821411133,0.9915051460266113,0.055692143738269806,0.13718244433403015,0.2359918298125378,0.9905680418014526,0.9953566789627075,0.9952124357223511,0.7294257124211442,0.7552495514620099,0.7730491861744352,0.7197724592253978,0.8217225847579998,0.7294257124211442,0.7427245537961267,0.7123350106842264,0.7632225473335895,0.7385200811948979,0.9231438736344748
