,class_0,class_1,class_2,class_3
precision,0.5017750933653004,0.9012416213513982,0.7349244332493703,1.0
recall,1.0,0.6959614899785705,0.9085997228407269,0.6299629115747906
f1,0.6682426624094314,0.7854097668318922,0.8125857279126603,0.7729782157633895
support,54415.0,126928.0,128446.0,149912.0
