,class_0,class_1,class_2,class_3
precision,0.4114601968650797,0.8091291528836474,0.8005915149268714,0.9998173411724414
recall,0.9912518798371419,0.7097944281918039,0.8066084710422308,0.5845419656265644
f1,0.5815315921134034,0.7562136391321698,0.8035887299926365,0.7377558756633813
support,54526.0,126817.0,128532.0,149825.0
