,class_0,class_1,class_2,class_3
precision,0.5337185944565938,0.8193608185201684,0.8966249912200605,0.9995642701525055
recall,0.9994070560332049,0.8952855740922473,0.7953240967890158,0.7037044446667333
f1,0.695836155458797,0.8556422174952073,0.8429419849029505,0.8259387535466197
support,53968.0,127375.0,128403.0,149955.0
