,class_0,class_1,class_2,class_3
precision,0.5906116394729953,0.8086809887443276,0.9087793280577537,0.9997286752804468
recall,0.9951667738674997,0.9294403126181773,0.8154010245550659,0.712778163189071
f1,0.7412852576606914,0.8648656574172501,0.8595615813274023,0.8322124651959735
support,54415.0,126928.0,128446.0,149912.0
