,fold,param_count,train_time_s,train_time_per_epoch_s_mean,inference_latency_ms_per_sample,Valence_MSE,Valence_MAE,Valence_RMSE,Valence_R2,Valence_Pearson,Valence_CCC,Arousal_MSE,Arousal_MAE,Arousal_RMSE,Arousal_R2,Arousal_Pearson,Arousal_CCC,Accuracy,Precision_macro,Recall_macro,F1_macro,Precision_weighted,Recall_weighted,F1_weighted,AUC_class_0,AUC_class_1,AUC_class_2,AUC_class_3
mean,3.0,166946.0,1639.649092912674,122.38315964889175,0.00696003437042232,0.13112221658229822,0.2909652471542358,0.36181713625736245,0.9769793391227722,0.988908588886261,0.9883471250534057,0.12189997434616084,0.2836958169937134,0.34898773618615025,0.9793516159057617,0.989942479133606,0.9895288348197937,0.824000668993736,0.8191079029175707,0.8540570439066402,0.8130909658517143,0.8692478791079633,0.824000668993736,0.8292812305600549,0.7355587012825697,0.7660735163063358,0.738468380797703,0.8823474713783772
std,1.5811388300841898,0.0,105.43706996747102,1.489900059896328,0.0008399298535012403,0.011940219409569585,0.005649524547724723,0.016224075197814946,0.0021073589312817992,0.0006556783461867243,0.0008832862952353573,0.008197727640151427,0.008629439826347774,0.0115938743431005,0.0014144355608943604,0.000512085318405956,0.0006629201755840338,0.01926694644670766,0.01585768931530919,0.01635958419910181,0.02113029112568504,0.008236238965684586,0.01926694644670766,0.016294809257388163,0.009566851892806023,0.00733335534408062,0.006100221167769599,0.0080610886385457
