,class_0,class_1,class_2,class_3
precision,0.5856304827511974,0.9992605750516322,0.9944125626569575,0.9997466413307997
recall,0.9988800969358718,0.9266831659756924,0.7713194971407115,0.9961402529761905
f1,0.738366333274526,0.9616043642371377,0.8687725790818575,0.9979401889435732
support,54469.0,126874.0,127829.0,150528.0
