,class_0,class_1,class_2,class_3
precision,0.8117743742995891,0.999701877366852,0.9991391969213631,0.9995405268625309
recall,0.9994664900564785,0.9770604633581654,0.9238909048343673,0.9992677065234035
f1,0.8958955162348906,0.988251505400325,0.9600428156131026,0.9994040980741382
support,54357.0,126986.0,128145.0,150213.0
