,class_0,class_1,class_2,class_3
precision,0.6329920417543405,0.9374380983823044,0.9982755366427015,0.9979086814201382
recall,0.9977764601245183,0.8471128557409224,0.9061859925391151,0.9514387649628222
f1,0.7745851823615296,0.8899895660206948,0.95000428639661,0.9741198319035118
support,53968.0,127375.0,128403.0,149955.0
